138,131,130,124,122,139,325,129,129,136,186,149,171,133,321,165,231,128,155,140,491,161,125,131,728,129,125,142,362,230,141,186,121,189,129,354,291,130,126,237,280,136,125,145,153,127,123,139,136,126,164,144,138,216,154,313,139,284,163,172,133,129,123,241,123,230,145,133,123,122,198,173,231,121,122,149,131,161,129,286,215,135,138,129,198,145,150,155,149,138,230,140,200,128,174,135,137,128,142,162,330,348,144,128,125,241,131,158,124,144,268,138,195,157,133,134,147,358,127,155,156,129,128,397,226,122,157,127,260,156,124,138,191,126,133,386,177,172,133,158,147,122,124,188,147,124,123,178,138,119,275,190,258,134,125,205,208,139,135,209,147,121,141,129,385,152,131,142,151,161,129,333,129,129,196,125,122,224,160,126,178,369,121,333,137,216,271,127,125,135,126,130,126,121,123,134,143,137,428,122,164,146,157,248,126,124,140,175,214,121,162,130,246,182,135,147,212,139,124,147,147,124,119,168,147,143,207,124,124,179,146,129,122,153,258,158,147,120,120,147,132,123,171,160,346,144,204,306,146,217
AVERAGE,172.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STD,74.92354887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
