578,455,435,112,508,149,335,337,257,453,403,583,493,647,329,433,359,359,562,359,498,425,331,417,313,448,274,215,271,490,518,101,326,353,279,367,115,333,261,243,345,366,205,104,137,367,401,273,333,399,275,99,177,336,535,119,393,878,556,429,259,381,337,239,275,694,310,326,147,516,433,490,221,257,470,307,520,149,478,297,531,111,191,287,225,538,657,607,494,178,261,394,485,349,356,326,890,211,179,121,96,351,428,285,204,287,183,148,399,203,126,684,150,470,332,712,397,376,315,442,265,287,580,348,542,184,535,807,101,445,496,358,403,142,416,333,513,173,373,297,292,707,446,127,185,644,147,244,86,210,129,122,121,202,533,342,103,311,249,755,309,162,258,399,847,114,332,115,524,307,296,304,364,254,336,357,241,129,604,254,220,359,410,97,216,296,514,338,366,298,377,459,431,383,338,185,271,359,644,124,302,423,280,236,413,122,255,347,341,263,416,201,532,223,306,507,167,246,377,529,280,554,208,360,237,575,371,254,279,166,294,339,331,156,112,473,143,200,338,220,271,345,959,224,180,266,374,167,235,329
340.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0041463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
